"GenBank.Accn","X.Replicon.Name","Start","Stop","Strand","GeneID","Locus.tag","Protein.product","Length","Protein.name","X..Sequence.Name","Sequence.Role","Assigned.Molecule","Assigned.Molecule.Location.Type","Relationship","RefSeq.Accn","Assembly.Unit","Sequence.Length","UCSC.style.name","SeqName","SeqName2a"
"GG663367.1","Un",1349929,1350768,"-","-","HCBG_04403","EEH07524.1",117,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1351125,1352066,"-","-","HCBG_04404","EEH07525.1",313,"dihydrodipicolinate synthetase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1352670,1356426,"-","-","HCBG_04405","EEH07526.1",1198,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1357596,1359404,"+","-","HCBG_04406","EEH07527.1",516,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1359959,1365463,"-","-","HCBG_04407","EEH07528.1",1275,"LysM domain-containing protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1367684,1368457,"+","-","HCBG_04408","EEH07529.1",257,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1370266,1370715,"+","-","HCBG_04409","EEH07530.1",110,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1372546,1373458,"+","-","HCBG_04410","EEH07531.1",179,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1377881,1379312,"+","-","HCBG_04411","EEH07532.1",335,"mitochondrial carrier protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1379905,1381682,"+","-","HCBG_04412","EEH07533.1",549,"peroxin 24","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1382226,1383867,"+","-","HCBG_04413","EEH07534.1",528,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1385506,1386249,"+","-","HCBG_04414","EEH07535.1",247,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1386663,1387720,"-","-","HCBG_04415","EEH07536.1",140,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1388683,1389489,"-","-","HCBG_04416","EEH07537.1",243,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1389857,1390566,"+","-","HCBG_04417","EEH07538.1",105,"60S ribosomal protein L37","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1390988,1392431,"-","-","HCBG_04418","EEH07539.1",359,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1393112,1393702,"-","-","HCBG_04419","EEH07540.1",196,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1398088,1399036,"-","-","HCBG_04420","EEH07541.1",181,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1399570,1401646,"+","-","HCBG_04421","EEH07542.1",568,"oxidoreductase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1402116,1405182,"-","-","HCBG_04422","EEH07543.1",416,"protein kinase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1405672,1406830,"+","-","HCBG_04423","EEH07544.1",262,"40S ribosomal protein S4","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1408548,1408984,"+","-","HCBG_04424","EEH07545.1",128,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1410663,1412259,"-","-","HCBG_04425","EEH07546.1",427,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1413424,1414233,"+","-","HCBG_04426","EEH07547.1",149,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1415500,1416578,"-","-","HCBG_04427","EEH07548.1",170,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1417291,1417833,"-","-","HCBG_04428","EEH07549.1",160,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1419880,1421850,"+","-","HCBG_04429","EEH07550.1",656,"MYB DNA-binding domain-containing protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1422643,1423503,"-","-","HCBG_04430","EEH07551.1",205,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1424854,1425533,"-","-","HCBG_04431","EEH07552.1",142,"sorting nexin-3","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1426200,1428654,"+","-","HCBG_04432","EEH07553.1",657,"WD domain-containing protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1429696,1430081,"-","-","HCBG_04433","EEH07554.1",66,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1431304,1432704,"+","-","HCBG_04434","EEH07555.1",417,"RRM domain-containing protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1434286,1435607,"-","-","HCBG_04435","EEH07556.1",319,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1436821,1439452,"+","-","HCBG_04436","EEH07557.1",591,"flavin-containing monooxygenase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1440026,1441023,"+","-","HCBG_04437","EEH07558.1",310,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1441350,1442498,"-","-","HCBG_04438","EEH07559.1",242,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1442770,1444328,"+","-","HCBG_04439","EEH07560.1",293,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1446691,1447682,"+","-","HCBG_04440","EEH07561.1",270,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1449328,1449653,"-","-","HCBG_04441","EEH07562.1",87,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1450028,1451833,"-","-","HCBG_04442","EEH07563.1",548,"phosphotransferase enzyme family protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1453475,1454842,"-","-","HCBG_04443","EEH07564.1",387,"mitochondrial carrier protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1455773,1456521,"-","-","HCBG_04444","EEH07565.1",160,"ribosomal protein Srp1","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1456837,1457809,"+","-","HCBG_04445","EEH07566.1",191,"40S ribosomal protein S9","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1458070,1459123,"-","-","HCBG_04446","EEH07567.1",292,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1459486,1461092,"+","-","HCBG_04447","EEH07568.1",488,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1463280,1464676,"-","-","HCBG_04448","EEH07569.1",401,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1467341,1467773,"+","-","HCBG_04449","EEH07570.1",99,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1469132,1469946,"-","-","HCBG_04450","EEH07571.1",116,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1470744,1472379,"+","-","HCBG_04451","EEH07572.1",351,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1473887,1475027,"+","-","HCBG_04452","EEH07573.1",230,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1476276,1476575,"-","-","HCBG_04453","EEH07575.1",99,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1476990,1478857,"+","-","HCBG_04454","EEH07574.1",595,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1480449,1481816,"-","-","HCBG_04455","EEH07576.1",455,"phosphotransferase enzyme family protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1482129,1482716,"-","-","HCBG_04456","EEH07577.1",103,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1483268,1484491,"-","-","HCBG_04457","EEH07578.1",115,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1485195,1486046,"-","-","HCBG_04458","EEH07579.1",283,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1486912,1489604,"-","-","HCBG_04459","EEH07580.1",874,"annexin","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1491241,1494240,"-","-","HCBG_04460","EEH07581.1",864,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1495212,1496920,"+","-","HCBG_04461","EEH07582.1",521,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1498262,1500085,"+","-","HCBG_04462","EEH07583.1",607,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1500691,1501893,"-","-","HCBG_04463","EEH07584.1",400,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1502893,1503462,"-","-","HCBG_04464","EEH07585.1",147,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1504235,1506744,"+","-","HCBG_04465","EEH07586.1",758,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1508099,1510922,"-","-","HCBG_04466","EEH07587.1",873,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1512992,1514805,"-","-","HCBG_04467","EEH07588.1",500,"succinate-semialdehyde dehydrogenase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1515792,1516724,"-","-","HCBG_04468","EEH07589.1",310,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1517557,1518977,"+","-","HCBG_04469","EEH07590.1",222,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1519361,1521318,"-","-","HCBG_04470","EEH07591.1",526,"choline transporter","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1523529,1523962,"-","-","HCBG_04471","EEH07592.1",115,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1524289,1525810,"+","-","HCBG_04472","EEH07593.1",317,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1527648,1528684,"+","-","HCBG_04473","EEH07594.1",176,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1530444,1533126,"+","-","HCBG_04474","EEH07595.1",859,"endochitinase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1536873,1537241,"-","-","HCBG_04475","EEH07596.1",122,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1539637,1541407,"-","-","HCBG_04476","EEH07597.1",544,"phosphatidylinositol:UDP-GlcNAc transferase PIG-C","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1542006,1543724,"-","-","HCBG_04477","EEH07598.1",463,"pantothenate kinase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1544659,1545690,"+","-","HCBG_04478","EEH07599.1",343,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1547581,1550643,"+","-","HCBG_04479","EEH07600.1",843,"glyoxal oxidase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1552381,1554595,"+","-","HCBG_04480","EEH07601.1",615,"DEAD-box protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1555538,1556912,"+","-","HCBG_04481","EEH07602.1",411,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1557529,1558791,"-","-","HCBG_04482","EEH07603.1",420,"DNA/pantothenate metabolism flavoprotein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1559464,1561109,"-","-","HCBG_04483","EEH07604.1",420,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1562241,1563827,"+","-","HCBG_04484","EEH07605.1",507,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
