"RefSeq.Accn","X.Replicon.Name","Start","Stop","Strand","GeneID","Locus","Locus.tag","Protein.product","Length","Protein.name","X..Sequence.Name","Sequence.Role","Assigned.Molecule","Assigned.Molecule.Location.Type","GenBank.Accn","Relationship","Assembly.Unit","Sequence.Length","UCSC.style.name","SeqName","SeqName2a"
"NC_026750.1","6",222190,223649,"+",23890452,"NAD-binding Rossmann fold oxidoreductase family protein","CNAG_07626","XP_012050238.1",363,"NAD-binding Rossmann fold oxidoreductase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",225328,226164,"+",23886090,"-","CNAG_02473","XP_012050165.1",241,"endoplasmic reticulum protein","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",226624,228567,"-",23886089,"-","CNAG_02472","XP_012049701.1",629,"endosomal P24A protein","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",230047,230922,"+",23886088,"-","CNAG_02471","XP_012050164.1",280,"hypothetical protein CNAG_02471","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",230999,232844,"-",23886087,"-","CNAG_02470","XP_012050163.1",542,"phosphoric monoester hydrolase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",234483,235978,"+",23886086,"-","CNAG_02469","XP_012049702.1",385,"cytoplasmic protein","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",237920,241147,"-",23886085,"-","CNAG_02468","XP_012049703.1",939,"AP-3 complex subunit delta-1","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",241356,245284,"+",23886084,"-","CNAG_02467","XP_012049704.1",1040,"DNA repair/transcription protein MET18/MMS19","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",245462,248249,"-",23886083,"-","CNAG_02466","XP_012049705.1",720,"hypothetical protein CNAG_02466","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",249286,251415,"+",23886082,"-","CNAG_02465","XP_012049706.1",470,"allantoate permease","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",252409,257109,"+",23886081,"-","CNAG_02464","XP_012049707.1",1306,"5-oxoprolinase (ATP-hydrolysing)","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",257762,259283,"-",23886080,"-","CNAG_02463","XP_012050162.1",452,"hypothetical protein CNAG_02463","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",260608,266063,"+",23890453,"-","CNAG_07627","XP_012049708.1",1543,"hypothetical protein CNAG_07627","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",266314,267760,"-",23886079,"-","CNAG_02460","XP_012049709.1",431,"coproporphyrinogen III oxidase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",267893,269990,"+",23886078,"-","CNAG_02459","XP_012049710.1",619,"Atypical/ABC1/ABC1-A protein kinase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",270190,274058,"-",23886077,"-","CNAG_02458","XP_012049711.1",1150,"GTPase activating protein","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",274872,277949,"+",23886076,"-","CNAG_02457","XP_012050161.1",924,"importin beta-2 subunit","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",278482,281429,"+",23890454,"eukaryotic translation initiation factor 3 subunit C","CNAG_07628","XP_012050239.1",886,"translation initiation factor 3 subunit C","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",284161,286304,"+",23886075,"-","CNAG_02455","XP_012050160.1",576,"choline transporter","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",287045,289269,"+",23886074,"-","CNAG_02454","XP_012050159.1",723,"H/ACA ribonucleoprotein complex non-core subunit NAF1","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",289499,295497,"-",23886073,"-","CNAG_02453","XP_012049712.1",1441,"hypothetical protein CNAG_02453","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",296080,297253,"+",23886072,"-","CNAG_02452","XP_012050158.1",366,"hypothetical protein CNAG_02452","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",297540,300065,"-",23890455,"-","CNAG_07629","XP_012050240.1",676,"endopolyphosphatase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",300653,301799,"+",23890456,"-","CNAG_07630","XP_012050241.1",288,"U3 small nucleolar ribonucleoprotein IMP4","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",302003,304647,"-",23886071,"-","CNAG_02449","XP_012049713.1",611,"long-chain fatty acid CoA ligase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",305121,305768,"-",23886070,"-","CNAG_02448","XP_012049714.1",188,"hypothetical protein CNAG_02448","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",306416,307281,"-",23886069,"-","CNAG_02447","XP_012049715.1",175,"hypothetical protein CNAG_02447","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",307664,308554,"+",23886068,"-","CNAG_02446","XP_012050157.1",187,"response regulator receiver protein","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",309017,310938,"+",23886067,"-","CNAG_02445","XP_012050156.1",556,"phosphoacetylglucosamine mutase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",311370,312813,"+",23886066,"-","CNAG_02444","XP_012050155.1",346,"hypothetical protein CNAG_02444","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",312979,313476,"-",23886065,"-","CNAG_02443","XP_012050154.1",79,"NADH dehydrogenase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",313770,314689,"+",23886064,"-","CNAG_02442","XP_012050153.1",220,"hypothetical protein CNAG_02442","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",315082,316531,"-",23886063,"-","CNAG_02441","XP_012049716.1",429,"hypothetical protein CNAG_02441","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",317171,320051,"+",23886062,"-","CNAG_02440","XP_012049717.1",780,"cation-transporting ATPase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",320827,321804,"-",23886061,"-","CNAG_02439","XP_012049718.1",204,"hypothetical protein CNAG_02439","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",320827,321655,"-",23886061,"-","CNAG_02439","XP_012050152.1",176,"hypothetical protein, variant","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",322351,323898,"+",23886060,"-","CNAG_02438","XP_012049719.1",400,"hypothetical protein CNAG_02438","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",322351,323898,"+",23886060,"-","CNAG_02438","XP_012050151.1",382,"hypothetical protein, variant","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",326214,331017,"-",23886059,"-","CNAG_02437","XP_012050150.1",1483,"rRNA biogenesis protein RRP5","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",331312,333400,"+",23886058,"-","CNAG_02436","XP_012050149.1",593,"hypothetical protein CNAG_02436","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",333931,335376,"+",23886057,"-","CNAG_02435","XP_012050148.1",393,"white collar 2 protein","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",336170,336629,"+",23886056,"-","CNAG_02434","XP_012050147.1",102,"copper chaperone","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",336764,337917,"-",23886055,"-","CNAG_02433","XP_012050146.1",322,"thiol oxidase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",338758,341884,"+",23886054,"-","CNAG_02432","XP_012050144.1",1026,"hypothetical protein, variant","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",338758,341884,"+",23886054,"-","CNAG_02432","XP_012050145.1",1026,"hypothetical protein CNAG_02432","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",342126,343436,"-",23886053,"TatD DNase family protein","CNAG_02431","XP_012049720.1",320,"TatD DNase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",344225,349995,"+",23886052,"-","CNAG_02430","XP_012049721.1",1630,"ABC transporter ABCC.6","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",350522,351051,"+",23886051,"-","CNAG_02429","XP_012049722.1",139,"hypothetical protein CNAG_02429","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",351815,354599,"-",23886050,"-","CNAG_02428","XP_012049723.1",821,"GC-rich sequence DNA-binding factor","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",355049,356023,"-",23886049,"-","CNAG_02427","XP_012049724.1",202,"hypothetical protein CNAG_02427","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",355049,356023,"-",23886049,"-","CNAG_02427","XP_012050143.1",198,"hypothetical protein, variant","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",356659,359955,"-",23886048,"-","CNAG_02426","XP_012050142.1",1031,"pre-mRNA-splicing factor SYF1","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",360141,361013,"+",23886047,"-","CNAG_02425","XP_012049725.1",290,"hypothetical protein CNAG_02425","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",361099,363921,"-",23886046,"-","CNAG_02424","XP_012049726.1",924,"hypothetical protein CNAG_02424","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",364246,365785,"+",23886045,"-","CNAG_02423","XP_012049727.1",479,"hypothetical protein CNAG_02423","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",366641,367263,"-",23886044,"-","CNAG_02422","XP_012050141.1",171,"hypothetical protein CNAG_02422","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",367470,368556,"+",23886043,"-","CNAG_02421","XP_012050140.1",299,"hypothetical protein CNAG_02421","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",369270,370724,"+",23886042,"-","CNAG_02420","XP_012050139.1",434,"hypothetical protein CNAG_02420","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",369270,370724,"+",23886042,"-","CNAG_02420","XP_012050138.1",431,"hypothetical protein, variant","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",371109,373752,"+",23886041,"-","CNAG_02419","XP_012050137.1",812,"hypothetical protein CNAG_02419","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",373890,375993,"-",23886040,"-","CNAG_02418","XP_012050136.1",600,"asparagine-tRNA ligase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",376531,379679,"+",23886039,"lipase/esterase family protein","CNAG_02417","XP_012050135.1",867,"lipase/esterase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",379947,380195,"+",23886038,"-","CNAG_02416","XP_012050134.1",64,"hypothetical protein CNAG_02416","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",380495,382236,"-",23886037,"-","CNAG_02415","XP_012050133.1",470,"annexin XIV","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",382850,383323,"+",23886036,"-","CNAG_02414","XP_012050132.1",135,"hypothetical protein CNAG_02414","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",383540,385523,"-",23886035,"-","CNAG_02413","XP_012050131.1",608,"hypothetical protein CNAG_02413","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",383540,385523,"-",23886035,"-","CNAG_02413","XP_012050130.1",608,"hypothetical protein, variant","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",385923,386408,"+",23886034,"-","CNAG_02412","XP_012050129.1",127,"rRNA-processing protein CGR1","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",386701,387313,"-",23890789,"-","CNAG_07984","XP_012050260.1",183,"hypothetical protein CNAG_07984","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",392982,395927,"+",23890457,"-","CNAG_07631","XP_012050242.1",947,"hypothetical protein CNAG_07631","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",396438,397913,"-",23886033,"-","CNAG_02409","XP_012050128.1",380,"hypothetical protein CNAG_02409","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",398290,399498,"-",23886032,"-","CNAG_02408","XP_012049728.1",306,"hypothetical protein CNAG_02408","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",400029,404250,"-",23886031,"-","CNAG_02407","XP_012049729.1",871,"phospholipase D","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",404527,406934,"+",23886030,"-","CNAG_02406","XP_012049730.1",699,"cell division control protein 45","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",407232,408616,"-",23886029,"-","CNAG_02405","XP_012050127.1",441,"hypothetical protein CNAG_02405","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",409304,411384,"-",23886028,"-","CNAG_02404","XP_012050126.1",556,"nuclear segregation protein Bfr1","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",411973,412858,"+",23886027,"-","CNAG_02403","XP_012050125.1",117,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex 9","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",413594,418901,"+",23886026,"-","CNAG_02402","XP_012049731.1",1456,"hypothetical protein CNAG_02402","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",418974,421895,"-",23886025,"-","CNAG_02401","XP_012049732.1",869,"G patch domain-containing protein 1","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
